monthly_income,rent,food,emi,transport,subscriptions,savings,emergency_fund_months,dependents,health_label
10760,2470,2027,2860,453,326,2588,11,3,Stable
12385,2091,2240,1332,956,524,4077,6,3,Stable
2394,622,492,659,164,31,328,4,0,At Risk
3685,982,690,147,249,96,50,0,0,At Risk
1323,397,142,13,50,31,249,11,2,Stable
2186,754,539,513,106,58,854,2,3,Critical
4058,1111,870,934,239,44,651,11,0,At Risk
1616,278,375,338,119,49,151,11,3,At Risk
2499,419,551,315,174,98,51,6,1,At Risk
4832,1476,637,289,318,221,194,8,4,At Risk
2667,746,639,184,210,89,258,3,4,At Risk
3834,699,949,921,366,174,1305,3,4,At Risk
1612,323,180,455,151,61,76,3,0,At Risk
3006,901,372,857,208,128,1136,9,3,At Risk
3302,869,820,370,244,69,392,6,1,At Risk
1676,447,241,327,85,61,371,1,3,Stable
3250,624,724,300,172,70,426,7,1,Stable
1634,450,181,418,83,51,153,8,3,At Risk
1571,477,329,279,91,20,117,8,1,At Risk
3890,1272,798,1004,143,154,1122,11,0,At Risk
2899,861,697,648,175,62,839,11,4,At Risk
11214,2974,2347,828,437,179,1059,4,1,At Risk
4159,1183,441,38,366,156,426,10,3,Stable
1893,467,317,558,128,40,123,3,0,At Risk
2083,406,316,284,171,36,192,1,3,At Risk
2141,698,397,176,96,106,252,6,2,Stable
1549,397,254,377,84,61,571,7,2,Stable
1366,367,194,70,48,41,492,7,1,Stable
1890,657,376,287,171,68,216,2,4,Critical
8208,2848,1203,1032,611,399,3016,7,0,Stable
2161,577,491,82,125,52,473,11,1,Stable
10788,1691,1601,2185,1062,186,601,8,3,At Risk
2259,517,400,598,98,103,296,5,4,At Risk
3761,1269,842,1047,199,160,853,4,0,At Risk
1522,316,340,253,100,45,508,2,0,Stable
1784,624,335,7,137,35,36,4,1,At Risk
2486,414,390,288,170,92,246,2,1,At Risk
2178,574,400,359,192,102,189,2,3,At Risk
1541,390,350,447,70,19,341,1,2,At Risk
3028,608,402,403,288,149,872,6,1,Stable
4145,1408,490,437,299,90,1025,10,1,Stable
12245,3353,2293,3390,712,342,2617,3,4,At Risk
3732,731,694,494,272,145,158,6,3,At Risk
2020,458,290,579,82,26,214,4,1,At Risk
11638,3424,1922,1110,761,384,1745,8,2,Stable
1461,306,165,326,92,66,250,7,3,At Risk
2809,915,335,710,98,53,883,5,1,Stable
3226,590,723,858,241,68,324,1,0,At Risk
2795,567,474,249,176,137,728,0,3,Stable
2431,435,279,717,223,53,505,0,3,At Risk
5756,983,1406,1282,531,60,2107,6,3,At Risk
5810,1220,763,263,283,98,1170,0,1,Stable
1379,482,203,314,108,56,89,1,4,Critical
2638,445,648,659,260,112,561,8,4,At Risk
3830,737,486,209,174,170,1413,7,4,Stable
3410,696,836,173,156,69,182,3,4,Stable
1507,412,313,59,51,38,409,9,0,Stable
10856,3246,1780,1615,841,166,4062,2,2,Stable
1881,565,355,404,154,36,167,6,1,Critical
4161,631,733,473,335,85,736,8,2,Stable
6497,1821,1433,113,593,169,1111,8,2,Stable
6098,1683,667,658,226,289,1265,8,0,Stable
4132,1047,917,870,275,187,1624,0,1,At Risk
3074,694,754,90,251,47,945,11,1,Stable
5646,1747,928,942,241,184,1225,8,0,Stable
7875,1722,1013,1426,520,335,2238,7,3,Stable
1693,331,196,330,160,27,495,8,3,Stable
5959,1263,905,618,221,213,778,2,4,Stable
1734,412,207,482,94,69,287,0,2,At Risk
4121,794,554,1230,266,177,1422,1,0,At Risk
3477,944,689,873,285,123,570,8,3,Critical
2153,703,349,70,210,81,701,8,0,Stable
2071,557,487,166,88,100,524,10,4,Stable
3983,953,675,240,292,128,175,11,4,Stable
2750,850,338,43,174,115,751,7,4,Stable
3128,937,377,841,170,108,444,11,1,At Risk
2452,547,500,138,101,58,909,4,2,Stable
4094,1108,798,462,262,139,1157,6,2,Stable
4037,1194,832,454,242,199,133,0,2,Critical
10050,2000,1515,2343,667,234,3944,9,0,Stable
1271,283,301,170,84,29,169,7,4,At Risk
2100,359,245,233,154,81,313,6,3,Stable
2801,973,293,222,273,65,1001,7,0,Stable
8798,1470,1859,1390,393,248,3235,6,3,Stable
2678,492,539,91,140,86,917,7,4,Stable
11267,2771,1960,2085,554,431,781,4,0,At Risk
7422,2397,790,1833,242,301,2571,10,4,Stable
3184,704,372,885,176,59,183,3,3,At Risk
4013,1218,518,760,340,157,1074,5,1,Stable
2190,624,428,540,94,101,644,9,4,At Risk
3333,925,664,226,180,163,1154,0,0,Stable
12441,3968,2507,1919,968,168,1775,10,3,At Risk
7493,1145,1651,638,699,284,496,0,3,At Risk
3388,1137,351,1016,310,53,1170,8,2,At Risk
3306,1044,649,372,175,123,692,1,2,Stable
2157,728,297,144,82,32,207,10,0,At Risk
2461,759,456,570,85,45,916,9,0,At Risk
5367,1748,1130,739,184,94,617,7,1,At Risk
2797,533,581,106,194,67,97,11,3,Stable
1693,362,242,400,159,63,198,3,2,At Risk
2313,492,354,334,209,96,813,3,4,Stable
9252,1589,2198,2190,798,110,2953,4,3,Stable
6515,1927,1481,1468,510,291,2571,9,2,At Risk
3151,558,436,539,195,94,738,1,3,Stable
1864,299,350,402,97,78,176,3,4,At Risk
2156,657,250,553,154,80,98,10,0,At Risk
2834,937,561,381,170,57,962,2,3,Stable
2660,805,513,763,194,43,16,9,4,Critical
10794,3400,1506,589,472,511,3509,10,0,Stable
2763,743,451,803,240,71,1085,4,3,At Risk
4717,1545,1025,330,309,175,1767,7,3,Stable
10604,2644,1466,1612,759,330,4081,7,0,Stable
2595,902,558,365,222,120,845,5,2,At Risk
3065,523,451,55,144,72,793,7,1,Stable
2593,808,585,148,143,57,811,9,4,Stable
3212,893,335,799,124,154,1133,9,0,Stable
5530,1471,767,457,339,208,1959,11,4,Stable
2912,859,368,5,222,120,904,10,0,Stable
1658,527,387,410,99,76,369,0,2,Critical
4373,1410,718,1248,350,157,755,0,3,Critical
4034,746,733,643,331,84,1046,7,0,Stable
2121,401,289,380,63,69,316,4,0,Stable
2417,370,288,82,171,111,954,7,4,Stable
3760,663,713,1068,366,78,1003,7,3,Stable
2061,417,293,131,163,42,22,4,3,Stable
3703,1089,886,610,234,58,1254,6,3,Stable
4386,1075,751,1269,269,202,1628,2,3,At Risk
3273,987,395,439,142,140,1094,4,1,Stable
3509,867,363,97,323,52,831,6,2,Stable
9588,2503,1292,619,951,200,1818,0,4,Stable
4086,703,604,87,175,88,662,2,4,Stable
4128,1260,540,500,155,193,241,0,4,At Risk
7837,2363,1213,1384,400,108,722,7,4,At Risk
1835,388,425,247,96,45,487,8,2,Stable
1462,315,156,151,120,40,262,3,1,Stable
12487,2421,2749,622,571,307,2611,8,4,Stable
2793,873,457,585,193,108,172,8,1,Critical
1737,520,409,502,84,58,340,3,1,At Risk
2908,790,581,288,243,100,400,9,3,Stable
1843,364,229,288,102,77,572,10,0,Stable
1984,365,483,98,108,64,624,1,0,Stable
10078,1613,1241,225,326,312,3704,3,1,Stable
3883,617,584,194,135,131,792,5,0,Stable
1647,308,406,45,133,82,583,4,0,Stable
1946,331,256,360,136,89,369,5,2,Stable
3085,805,600,606,125,54,258,11,0,At Risk
2816,624,694,843,272,66,366,3,3,Critical
2164,517,440,643,144,22,249,10,2,At Risk
2460,661,490,326,103,39,497,8,3,Stable
3255,917,628,223,188,129,406,3,2,Stable
4058,1134,743,597,265,144,922,0,2,At Risk
3026,611,733,814,117,93,99,6,3,At Risk
2389,745,433,488,154,90,948,11,0,At Risk
3249,1083,648,603,116,48,489,2,3,At Risk
6204,1322,1307,1294,337,241,522,11,1,At Risk
12139,1862,2174,556,914,169,3251,8,1,Stable
3840,1266,895,439,323,132,240,8,2,Critical
1514,506,156,87,75,58,345,4,2,Stable
3528,565,561,1004,237,137,1388,9,2,Stable
2557,386,492,149,138,85,483,3,1,Stable
5977,1872,614,325,597,250,2156,10,0,Stable
1675,352,402,455,143,26,96,5,4,Critical
2855,950,639,812,248,133,840,4,3,Critical
7724,1493,1026,1650,722,336,381,1,2,Critical
2721,876,407,815,199,44,716,8,4,At Risk
2385,390,480,36,194,97,708,5,3,Stable
1783,360,269,384,152,57,690,8,2,Stable
3254,1121,743,182,159,39,290,0,3,Critical
3461,679,475,390,341,143,1370,3,2,Stable
3715,656,827,327,228,157,559,8,4,Stable
2756,885,467,718,190,133,1091,0,3,Critical
3645,632,612,128,264,119,1420,5,4,Stable
2037,345,255,188,134,70,15,7,2,Stable
3046,653,753,691,175,41,202,10,3,Critical
3471,961,526,779,318,89,128,9,2,Critical
1575,460,205,255,52,61,306,4,2,Stable
3660,1194,383,892,172,109,1104,8,0,Stable
2124,548,369,54,212,30,103,2,2,At Risk
1807,413,189,2,81,63,449,6,4,Stable
4156,921,699,128,229,143,737,9,4,Stable
2031,648,478,498,174,21,232,8,0,Critical
4017,1184,701,597,189,178,1238,1,0,Stable
2975,984,316,342,249,42,993,7,2,Stable
2343,803,327,164,218,116,289,1,4,Stable
6657,1398,714,259,225,67,2459,7,2,Stable
3690,944,857,641,354,121,943,5,3,Stable
3497,966,475,671,225,91,721,9,3,Stable
3607,659,395,54,259,82,800,6,2,Stable
3549,570,868,77,175,120,363,9,4,Stable
3415,1104,591,746,223,77,1039,9,4,At Risk
1735,446,279,226,150,47,693,9,4,Stable
3342,882,798,317,288,132,1193,4,3,Stable
3414,890,613,495,176,50,898,7,1,Stable
2586,778,367,151,203,124,152,5,1,At Risk
1999,358,437,15,176,88,666,2,0,Stable
10821,2952,1523,1129,1027,384,4185,4,4,Stable
2206,538,367,216,88,95,167,1,2,Stable
3172,1044,699,382,144,96,920,4,0,Stable
3368,855,807,509,272,78,316,5,2,At Risk
1922,650,366,461,180,69,81,3,0,Critical
1695,374,297,460,60,83,500,9,0,Stable
5952,2043,663,317,276,212,370,0,0,At Risk
2513,816,483,299,234,64,916,11,2,At Risk
3453,921,514,24,137,148,393,5,3,Stable
2552,563,452,494,183,25,128,4,2,At Risk
9307,2095,1970,971,293,132,1626,8,1,Stable
11561,3520,2266,1496,550,213,4336,4,4,Stable
10823,2880,1239,216,530,434,4103,3,4,Stable
1424,327,227,360,44,68,444,7,3,Stable
2859,792,371,628,240,41,255,8,4,At Risk
7798,2313,956,379,627,364,33,1,0,Stable
11697,1808,1556,20,356,531,583,4,2,Stable
1543,259,367,54,55,53,253,1,1,Stable
3928,663,812,578,330,115,383,10,2,At Risk
2832,556,668,689,129,52,619,2,1,At Risk
4592,1080,808,991,322,83,937,9,2,Stable
4122,1280,412,789,396,202,810,2,4,At Risk
2806,617,295,672,121,44,161,7,2,At Risk
7104,1090,864,1090,240,199,520,8,4,At Risk
8490,2094,1843,1695,605,253,2623,5,3,Stable
3965,1385,516,993,206,71,872,0,0,At Risk
2142,470,246,356,163,88,16,2,4,At Risk
11281,3860,2585,2048,1098,313,1044,7,0,Critical
4053,690,544,756,282,113,1209,8,3,Stable
1978,365,346,551,153,41,226,5,4,At Risk
3963,1168,598,540,181,179,245,9,4,At Risk
3908,977,916,106,322,52,1259,5,0,Stable
3280,993,674,856,111,156,870,2,1,At Risk
2799,903,470,46,255,87,943,11,2,Stable
3110,622,713,43,190,96,218,6,2,Stable
3876,1110,810,226,194,96,913,4,3,Stable
6233,1692,1379,137,450,166,215,3,3,At Risk
3697,1191,911,578,326,39,725,9,2,At Risk
2734,645,356,718,158,44,29,11,2,At Risk
2756,441,359,201,211,55,715,2,4,Stable
2263,599,415,34,213,93,729,1,0,Stable
5366,1833,965,405,452,155,38,4,0,At Risk
1829,279,421,159,176,22,196,7,0,Stable
8618,1706,1063,2238,769,395,2964,11,1,Stable
3400,724,556,670,186,55,1260,0,3,Stable
3664,1110,656,163,267,75,609,6,3,Stable
5039,1081,854,437,213,250,672,6,4,Stable
5094,1007,560,962,475,143,780,3,0,Stable
8997,2516,1099,143,476,263,3156,6,4,Stable
3320,528,408,676,219,156,561,0,2,At Risk
2929,539,554,768,194,30,937,6,1,Stable
3707,858,609,964,178,46,721,7,2,At Risk
1291,285,163,22,123,40,116,1,3,Stable
3082,676,648,747,269,64,167,3,3,Critical
1911,328,421,287,106,44,225,3,2,Stable
3082,684,405,462,152,126,281,1,1,At Risk
2399,742,499,416,151,26,301,9,0,At Risk
5761,1340,631,705,560,66,2142,9,4,Stable
8372,2237,1912,1793,712,386,1934,3,3,At Risk
2794,510,682,270,157,55,810,2,4,Stable
1300,213,160,291,49,58,62,3,2,At Risk
7833,2553,1706,2176,282,374,1956,1,3,At Risk
10785,2332,1235,414,837,176,83,7,2,Stable
5670,1247,1384,757,273,76,1561,5,2,Stable
4441,1445,745,24,349,175,1675,1,0,Stable
3500,1020,631,462,167,165,368,1,2,At Risk
2514,757,539,329,212,103,590,3,0,Stable
3117,892,428,679,102,88,1121,4,2,Stable
3523,602,563,374,294,44,75,5,1,At Risk
2880,983,318,766,139,44,495,1,2,At Risk
4108,1363,789,491,220,183,1009,0,3,At Risk
8086,1594,1778,1340,321,114,972,0,2,At Risk
3729,1158,849,290,156,49,1140,4,1,Stable
1558,361,281,72,99,17,488,7,2,Stable
2188,627,470,431,176,51,449,4,3,At Risk
3220,589,394,406,203,94,1114,9,2,Stable
2990,770,632,553,227,63,635,10,3,Stable
2070,362,208,377,104,62,710,11,0,Stable
2309,593,298,338,70,105,60,3,4,At Risk
3032,602,591,274,115,82,217,6,1,Stable
7926,1906,1173,468,542,167,1426,5,2,Stable
2910,825,470,159,161,100,1001,7,0,Stable
8027,2612,1797,1293,514,82,1362,1,0,At Risk
1568,287,291,139,117,40,285,4,3,Stable
4840,1590,773,811,229,116,1026,3,0,Stable
3091,704,525,738,196,58,244,7,2,At Risk
1337,426,303,200,94,40,432,3,3,At Risk
2837,716,490,401,137,39,119,7,2,At Risk
3926,1265,908,1119,333,121,1041,8,2,At Risk
10288,2907,1410,1160,856,398,2397,6,4,Stable
10960,2759,1973,97,425,546,85,10,1,Stable
3486,740,541,922,113,56,1027,4,0,Stable
3361,1155,634,226,137,47,256,2,0,At Risk
2129,660,396,381,162,96,180,0,1,Critical
1534,347,284,431,74,42,565,9,1,Stable
3239,593,580,723,206,72,1182,3,0,Stable
5672,1735,953,1418,490,265,1000,8,0,At Risk
4053,1410,958,514,242,76,950,8,3,At Risk
6442,1325,903,887,418,293,230,3,3,At Risk
3949,1315,651,70,134,169,23,1,2,At Risk
3374,590,444,676,306,97,372,11,2,At Risk
8752,2979,1311,1954,277,132,2745,4,0,At Risk
3558,1064,488,565,205,108,1212,7,4,Stable
3216,705,644,822,244,101,325,8,0,At Risk
3175,669,654,104,160,60,92,0,1,At Risk
9081,2530,1285,239,648,201,248,11,4,Stable
2660,714,658,103,137,51,133,2,0,At Risk
4164,1389,593,1078,335,164,1153,4,1,At Risk
2859,866,641,160,178,136,903,3,1,Stable
2677,690,385,58,189,90,439,11,2,Stable
4156,1394,673,989,315,190,852,10,0,At Risk
1856,498,370,388,128,71,218,1,0,At Risk
3421,1094,628,163,284,49,812,3,2,Stable
2465,784,433,564,153,78,955,6,0,At Risk
3028,1010,663,267,237,88,410,0,2,At Risk
11206,1832,2310,98,852,257,1264,6,1,Stable
1380,368,327,14,127,26,6,9,0,At Risk
7446,1814,1002,270,313,309,2113,4,3,Stable
2079,515,212,511,170,98,612,10,2,Stable
7295,1765,1823,869,479,336,2119,6,0,Stable
10674,3388,1521,1209,341,113,3742,11,3,Stable
3985,851,424,948,385,177,1302,11,3,Stable
3667,889,502,710,252,130,113,11,4,At Risk
11794,2242,2362,3121,457,373,1833,1,0,At Risk
11510,2305,2166,85,903,177,3092,5,0,Stable
2726,768,357,135,183,122,692,6,0,Stable
3336,578,426,854,118,34,955,1,2,At Risk
4750,890,791,1368,279,93,190,11,0,At Risk
3490,892,356,308,226,92,1090,1,2,Stable
4829,766,484,53,467,61,964,0,4,Stable
12284,2154,2365,40,920,550,254,2,1,Stable
2821,910,419,24,210,64,247,8,0,At Risk
6274,2002,649,1240,587,108,20,1,0,At Risk
3400,746,574,256,106,40,1211,4,1,Stable
3685,809,885,409,212,122,487,9,4,At Risk
8406,2835,1162,935,527,149,3181,3,4,Stable
2976,461,409,221,221,80,1126,10,0,Stable
10284,2736,1750,554,975,186,3723,6,2,Stable
2045,551,250,320,65,59,815,2,3,Stable
9143,2812,1789,187,302,355,3483,11,1,Stable
3528,1200,796,484,199,145,24,4,2,Critical
2764,611,357,347,210,95,400,9,2,Stable
4144,984,823,361,183,121,963,3,1,Stable
5428,1542,1265,133,378,243,1359,1,4,Stable
7679,2637,1808,1513,305,219,2772,3,2,At Risk
1747,573,319,315,93,51,499,6,1,Stable
1473,417,180,327,146,63,399,3,1,At Risk
11502,3696,2287,1836,555,319,553,2,0,At Risk
9366,1564,1968,1435,765,149,1904,8,1,Stable
7830,1765,1668,573,625,319,855,4,4,Stable
2875,438,690,343,162,49,286,6,4,At Risk
8289,1537,1593,1333,507,393,563,2,4,At Risk
3923,1083,666,86,337,52,57,3,0,At Risk
3132,1024,549,661,107,38,228,2,1,Critical
4130,1142,612,1153,340,130,1154,5,3,At Risk
4361,1233,473,1268,298,161,11,9,4,At Risk
7863,1342,1632,1915,742,297,2441,4,0,Stable
2097,593,215,509,137,32,441,5,3,Stable
4089,984,448,202,261,83,743,7,4,Stable
8191,2295,1229,805,754,193,2487,6,3,Stable
9749,2098,2336,2227,584,183,1969,8,2,At Risk
3441,916,593,38,227,92,949,9,1,Stable
1461,343,193,36,114,19,288,0,0,Stable
3370,882,790,645,173,89,568,4,1,At Risk
2799,502,519,364,239,63,1039,4,3,Stable
2309,529,358,473,195,75,585,6,0,Stable
4075,916,844,313,357,80,457,4,0,Stable
4465,1327,741,108,439,192,1176,7,4,Stable
5924,1725,1241,1474,541,237,446,5,1,Critical
1642,544,217,385,125,17,113,5,4,Critical
11804,3262,1446,1638,531,159,788,7,3,At Risk
3534,752,597,933,240,58,1132,2,4,At Risk
3716,1139,549,248,156,149,865,1,1,Stable
1638,408,312,180,123,66,24,5,4,At Risk
10332,1949,2255,752,874,179,2725,2,1,Stable
1941,581,456,50,85,62,421,5,0,Stable
3269,576,699,640,112,72,682,0,1,Stable
11589,2151,1752,2056,350,547,3905,9,0,Stable
2946,888,616,392,287,107,308,11,3,At Risk
3425,1041,614,883,157,95,1158,4,2,At Risk
2822,869,665,417,199,54,324,6,2,At Risk
2716,566,559,366,133,101,895,7,2,Stable
5098,1648,624,1042,330,106,1223,10,0,At Risk
2984,878,333,33,118,148,844,7,2,Stable
6290,1992,1142,525,395,276,1332,5,0,Stable
11807,3444,1827,2952,1129,350,2371,6,1,At Risk
2555,679,319,99,247,108,9,5,4,Stable
10851,1865,2383,2666,644,314,1696,3,3,At Risk
4028,1176,629,766,304,132,605,5,2,At Risk
3289,947,371,790,246,134,111,6,2,At Risk
9517,2022,1326,222,710,435,834,1,0,Stable
4109,1221,828,869,277,46,1489,0,3,At Risk
1325,344,261,309,80,36,187,3,1,At Risk
7269,1903,1013,54,307,321,750,3,0,Stable
1590,355,240,346,111,37,174,0,2,At Risk
4445,770,477,650,143,105,778,0,1,At Risk
6819,1318,1656,26,648,198,147,6,1,At Risk
4753,1443,708,922,455,188,444,0,4,Critical
2200,449,526,159,213,79,760,8,4,Stable
1846,277,409,534,63,89,719,8,4,Stable
3382,1181,508,992,191,41,447,4,1,At Risk
1949,374,397,1,154,61,526,0,3,Stable
2269,637,388,91,105,54,213,2,0,Stable
4166,1397,1026,643,361,108,1276,4,0,At Risk
1277,344,250,240,59,56,501,6,0,Stable
2665,825,473,505,86,116,964,8,2,Stable
5939,2050,1162,1284,310,287,199,4,1,Critical
8477,2730,1127,444,496,379,1864,3,4,Stable
3921,1025,572,352,187,46,140,9,2,Stable
3280,730,678,529,220,87,517,2,4,Stable
2569,633,289,109,161,57,693,11,1,Stable
2874,914,417,699,286,43,527,6,2,At Risk
2205,707,425,519,206,90,781,0,1,Critical
1278,407,318,261,116,31,277,8,3,Critical
2364,636,564,235,84,84,155,11,4,At Risk
2416,592,543,421,125,111,62,10,3,At Risk
7793,1654,1364,12,462,92,1135,8,1,Stable
3307,498,729,595,259,49,905,3,1,Stable
12360,3743,2272,184,1196,363,2829,4,1,Stable
9407,1932,1587,622,860,126,1362,3,4,Stable
11311,2442,1510,1181,684,429,2265,0,0,Stable
10474,3338,2541,2028,321,389,523,3,2,At Risk
2339,375,443,169,184,88,516,11,2,Stable
5674,1903,1142,222,479,154,1032,6,3,Stable
1809,271,219,269,168,71,244,3,3,Stable
2933,990,482,660,101,50,786,6,0,At Risk
3360,809,822,393,284,122,386,8,2,At Risk
9670,1648,2065,2490,477,324,2216,9,2,Stable
8786,2502,2042,2480,816,89,1904,11,3,Critical
1503,494,239,321,102,31,556,4,1,At Risk
1738,412,191,421,81,71,497,3,1,Stable
2810,810,429,467,273,123,22,4,4,At Risk
3807,1316,595,657,374,101,819,8,1,At Risk
3294,652,478,36,312,47,143,10,2,Stable
1514,475,271,241,98,73,326,7,3,Stable
3234,676,416,511,115,36,430,4,3,Stable
2892,680,695,485,226,96,457,4,4,At Risk
3428,707,809,230,315,139,1080,6,4,Stable
2744,656,382,318,229,82,508,7,3,Stable
3102,468,613,883,234,75,607,2,2,At Risk
3341,703,585,854,233,102,670,3,0,Stable
3715,888,510,505,360,74,1070,6,2,Stable
3001,829,703,376,295,33,1028,8,0,At Risk
10456,2901,1408,2458,786,470,3133,8,0,Stable
3368,898,652,402,164,88,459,3,2,At Risk
2804,584,421,505,168,127,968,11,3,Stable
1992,676,446,520,86,43,352,3,0,Critical
3361,767,648,194,149,59,801,1,2,Stable
1688,326,379,375,75,83,51,9,2,At Risk
2388,623,363,714,73,99,308,7,2,At Risk
3673,1101,373,42,111,151,115,3,3,Stable
2198,335,292,19,189,68,725,5,4,Stable
2588,531,574,541,161,48,796,11,0,Stable
3023,952,445,402,96,37,76,3,2,At Risk
4288,1078,634,235,377,78,1091,7,4,Stable
11397,2640,1908,1770,708,525,4196,5,0,Stable
1758,591,248,470,100,84,617,4,4,At Risk
1878,315,415,294,60,56,599,4,0,Stable
4396,1200,651,1239,240,152,689,5,0,At Risk
5220,1140,994,891,162,243,2072,9,4,Stable
4096,672,686,228,164,70,277,10,0,Stable
11441,2205,1637,2878,746,486,166,1,4,Critical
5673,1563,793,646,339,280,1318,2,2,Stable
2708,421,474,490,94,134,569,2,1,Stable
2338,627,307,275,76,107,565,4,1,Stable
2676,913,406,341,201,93,452,1,4,At Risk
5141,1588,544,267,221,176,949,9,2,Stable
2666,584,582,500,254,102,923,0,1,At Risk
4011,712,427,380,283,195,430,9,1,Stable
3060,743,706,321,123,123,1030,9,3,Stable
3766,860,403,219,307,102,1301,8,3,Stable
3702,1274,841,380,312,77,931,7,4,At Risk
2011,699,395,495,147,23,41,8,4,Critical
8355,1939,1469,2392,672,342,307,0,2,Critical
3142,564,382,414,303,134,784,2,1,Stable
6427,2134,890,1443,280,184,1895,9,4,At Risk
6116,1888,1244,1668,524,64,611,4,2,Critical
1451,366,256,110,85,32,478,4,4,Stable
5287,1179,936,211,324,177,1716,4,3,Stable
3598,862,431,262,265,171,633,8,4,Stable
3510,1159,601,937,206,155,489,10,0,At Risk
8092,1512,1525,742,270,219,2127,10,3,Stable
2044,636,241,322,74,73,300,6,3,Stable
2378,365,585,688,194,81,465,7,4,At Risk
5456,1822,1224,779,237,186,734,8,0,At Risk
1813,453,267,199,98,68,674,8,2,Stable
7743,1512,1428,2142,305,181,1528,6,4,At Risk
2996,451,550,95,189,59,749,0,0,Stable
6945,1818,805,1475,280,256,1487,10,1,Stable
3534,702,585,456,341,176,958,7,4,Stable
3176,877,416,749,313,87,1017,4,0,At Risk
1435,295,215,202,56,46,345,9,0,Stable
8903,1492,2150,2218,659,376,2738,4,1,Stable
3696,927,675,477,334,158,272,11,3,At Risk
6356,1670,699,295,396,238,621,10,3,Stable
1315,316,264,157,40,53,59,9,4,At Risk
3613,872,902,141,124,60,1063,11,0,Stable
3346,896,418,56,253,42,684,6,4,Stable
2196,560,444,159,166,45,816,8,0,Stable
8566,1512,1915,1074,645,182,2650,2,1,Stable
7964,1508,1804,310,536,376,1339,4,3,Stable
3523,628,726,733,337,41,981,9,2,Stable
2951,851,697,560,228,43,770,4,1,At Risk
4123,1054,432,994,124,98,851,6,1,Stable
2263,534,248,164,160,103,448,2,1,Stable
7945,2460,954,901,627,107,2378,1,0,Stable
5465,1175,582,1080,276,121,2086,11,3,Stable
3573,941,421,435,294,129,1305,7,0,Stable
3049,502,678,351,247,75,218,8,2,At Risk
1375,410,322,143,63,48,314,6,4,Stable
12191,3523,1833,1816,1215,377,736,9,2,At Risk
3107,964,756,380,194,130,973,8,2,At Risk
2447,799,398,401,139,29,142,6,2,At Risk
3295,993,414,975,165,137,530,3,4,At Risk
11622,3706,2349,1692,962,573,3599,8,0,At Risk
3637,796,593,845,126,64,655,9,3,At Risk
8798,1923,905,1764,837,303,898,3,2,At Risk
1552,525,380,259,86,46,485,11,4,At Risk
3498,1164,663,775,336,166,190,2,1,Critical
2737,710,525,523,211,55,92,11,3,At Risk
11486,2564,2841,232,806,477,3708,1,1,Stable
4696,1517,1056,1050,428,159,1090,11,3,Critical
4161,893,642,1129,382,69,603,8,1,At Risk
1966,355,208,474,153,42,761,0,4,At Risk
1956,543,260,222,88,42,16,8,0,At Risk
3124,495,477,845,110,44,911,6,2,Stable
3653,824,891,111,286,153,112,10,3,At Risk
3787,1179,883,432,293,183,500,6,4,At Risk
2115,442,218,3,192,69,630,11,3,Stable
1472,494,365,158,113,14,260,1,3,At Risk
9105,3106,1261,112,308,94,525,3,2,At Risk
1613,505,348,363,130,24,567,9,1,At Risk
